"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 64, 64, 64, true, true>::Params)","768.9578520000354","0","768.9578520000354","0","1217","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3> >(int, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3>)","951.7461890001011","0","951.7461890001011","0","6795","","0","0","0","0"
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)","50.19259399998597","0","50.19259399998597","0","2539","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 2>)","840.9162160000596","0","840.9162160000596","0","6748","","0","0","0","0"
"Memset (Device)","17.635160999844373","0","17.635160999844373","0","14153","","0","0","0","0"
"ampere_sgemm_128x64_nn","2835.8553699999943","0","2835.8553699999943","0","4873","","0","0","0","0"
"ProfilerStep*","10668.403440999995","18680.729198999998","0","5902.397818000047","15","","-195954.0234375","-286955.90380859375","0","-0.00000762939453125"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, at::detail::Array<char*, 2>)","250.49483900001698","0","250.49483900001698","0","1220","","0","0","0","0"
"enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__","0","8.991166999999397","0","7.530185999999484","26","","0","0","0","0"
"aten::to","0.7821839999986114","6140.397063999936","0","1.669602999932482","4670","","53.2763671875","47.78564453125","0.00000762939453125","0.00000762939453125"
