"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"ProfilerStep*","8169.501244999859","21749.228048","0","6855.884893999997","10","","2.0634765625","-137525.060546875","0","-0.00458526611328125"
"enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__","0","12.235140000008196","0","11.72399300000459","21","","0","0","0","0"
"aten::to","83.00364399998519","8236.47473199995","0","0.5700969999539666","2190","","2.5","0","0","0"
"aten::_to_copy","83.00364399998519","8235.904634999995","0","0.5094070000008214","40","","2.5","0","0","0"
"aten::empty_strided","0","15.32366400005296","0","13.093534000057726","1730","","7751.87109375","7751.87109375","0","0"
"aten::copy_","823.6310499999702","8872.289062999927","740.9514389999724","16.599495999916574","2088","","0","0","0","0"
"cudaMemcpyAsync","0","622.5736760000211","0","622.5611900000216","1931","","0","0","0","0"
"cudaStreamSynchronize","82.6796109999977","12764.466701999994","0","12763.319473999962","205","","0","0","0","0"
"Memset (Device)","4.39751799998824","0","4.39751799998824","0","1826","","0","0","0","0"
"ampere_sgemm_128x64_nn","214.14819599997017","0","214.14819599997017","0","242","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3> >(int, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3>)","857.2022809999526","0","857.2022809999526","0","1265","","0","0","0","0"
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)","60.35042899996997","0","60.35042899996997","0","504","","0","0","0","0"
"void cutlass::Kernel<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(cutlass_80_simt_sgemm_256x128_8x4_nn_align1::Params)","2001.8861539999796","0","2001.8861539999796","0","494","","0","0","0","0"
"cudaPointerGetAttributes","0","0.24773900000728144","0","0.24411900000810102","56","","-120","-120","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 2>)","1096.0076229999993","0","1096.0076229999993","0","2893","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, at::detail::Array<char*, 2>)","208.63628900002206","0","208.63628900002206","0","242","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)","208.90950499998883","0","208.90950499998883","0","242","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char*, 2>)","208.7483209999912","0","208.7483209999912","0","253","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 3>)","861.3045849999876","0","861.3045849999876","0","770","","0","0","0","0"
"void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(cutlass_80_simt_sgemm_128x64_8x5_nn_align1::Params)","826.9423569999929","0","826.9423569999929","0","242","","0","0","0","0"
"fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 64, 64, 64, true, true>::Params)","587.2126300000189","0","587.2126300000189","0","241","","0","0","0","0"
"cudaEventQuery","82.6796109999977","1.8808180000189896","82.6796109999977","1.8808180000189896","1225","","-96","-96","0","0"
"ampere_sgemm_128x128_tn","1855.7415139999966","0","1855.7415139999966","0","21","","0","0","0","0"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})","464.1399669999992","0","464.1399669999992","0","164","","0","0","0","0"
