"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"ProfilerStep*","9465.453432999853","31005.323544000003","0","14069.30404700017","10","","0","-405573.818359375","0.000003814697265625","-0.002300262451171875"
"enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__","0","7.076800000007286","0","6.6370220000071205","21","","0","0","0","0"
"aten::to","242.13677900002622","249.5917819998296","0","3.0684979998115405","2430","","9504.228515625","0","0.0002288818359375","0"
"aten::_to_copy","242.13677900002622","246.52328400001807","0","7.830501000030555","940","","9504.228515625","-294.474609375","0.0002288818359375","0"
"aten::empty_strided","0","20.086902999991537","0","16.363948999992555","1400","","16254.2333984375","16254.2333984375","0.0002288818359375","0.0002288818359375"
"aten::copy_","1239.6907210000213","458.43360699987426","1239.6907210000213","34.43703299979755","3041","","0","0","0","0"
"cudaMemcpyAsync","0","212.33517100002925","0","212.33517100002925","2834","","0","0","0","0"
"ProfilerStep*","32369.131168","0","32369.131168","0","20","","0","0","0","0"
"Memcpy HtoD (Pinned -> Device)","207.0206340000057","0","207.0206340000057","0","50","","0","0","0","0"
"cudaStreamSynchronize","0","13899.677369000003","0","13898.901737999995","904","","0","0","0","0"
"cudaDeviceSynchronize","0","487.8393619999924","0","487.7835369999894","47","","0","0","0","0"
"aten::view","0","35.07700000021882","0","35.07700000021882","11790","","0","0","0","0"
"aten::arange","0.10616799998286842","4.497798000025895","0.05308399999143421","0.8985440000154676","60","","1.5625","0","0","0"
"aten::empty","0","52.00666000007074","0","50.05722800005379","5332","","143512.4072265625","143512.4072265625","0.00208282470703125","0.00208282470703125"
"aten::resize_","0","5.171912000002875","0","4.86208800000844","910","","3569.6826171875","3569.6826171875","0","0"
"cudaLaunchKernel","0","1376.7866289999918","0","1376.7463959999934","12620","","0","0","0","0"
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)","0.05308399999143421","0","0.05308399999143421","0","30","","0","0","0","0"
"aten::unsqueeze","0","0.3084059999962137","0","0.24740599998822835","30","","0","0","0","0"
"aten::as_strided","0","14.343856000118892","0","14.332013000116687","10580","","0","0","0","0"
"aten::embedding","3.507639000006111","4.440602000008382","0","0.8029270000005736","40","","540","0","0","0"
"aten::reshape","0","9.101544999996003","0","4.233543999944548","1540","","0","0","0","0"
"aten::index_select","3.507639000006111","3.2924180000021397","3.507639000006111","1.0879880000081283","40","","540","0","0","0"
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)","3.507639000006111","0","3.507639000006111","0","40","","0","0","0","0"
"aten::add","667.0624929999628","35.97679999997025","667.0624929999628","25.296118999964715","1000","","59552.373046875","59504.373046875","0.00003814697265625","0"
