"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"ProfilerStep*","10917.539956000588","41939.750610999996","0","24365.07663199986","10","","0","-369507.97265625","0.000003814697265625","-0.002346038818359375"
"cudaEventQuery","0","43.35959099972988","0","43.336890999723174","17166","","105","105","0.00000762939453125","0.00000762939453125"
"enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__","0","26.981231999998236","0","26.92909099999817","21","","0","0","0","0"
"aten::to","145.1209000000946","198.93769700064794","0","34.53625800050432","11160","","3587.763671875","0","0.00026702880859375","0"
"aten::_to_copy","145.1209000000946","164.40143900014365","0","28.689077000379175","3090","","3587.763671875","0","0.00026702880859375","0"
"aten::empty_strided","0","62.16016099995919","0","53.14570900000442","3550","","10337.7685546875","10337.7685546875","0.00026702880859375","0.00026702880859375"
"aten::copy_","1679.4424810002565","11516.638978999901","1679.4424810002565","1313.9738060002476","9348","","0","0","0","0"
"cudaMemcpyAsync","0","744.4870549995393","0","744.4774029995405","6181","","0","0","0","0"
"ProfilerStep*","46354.53309399996","0","46354.53309399996","0","30","","0","0","0","0"
"Memcpy HtoD (Pinned -> Device)","136.50187100006212","0","136.50187100006212","0","1520","","0","0","0","0"
"cudaStreamSynchronize","0","12486.293202000008","0","12485.784023000007","1741","","0","0","0","0"
"cudaDeviceSynchronize","0","144.94931500007306","0","144.82608200007397","1527","","0","0","0","0"
"cudaEventRecord","0","29.48620000014463","0","29.48620000014463","14670","","0","0","0","0"
"cudaStreamWaitEvent","0","17.96188000002926","0","17.96188000002926","9160","","0","0","0","0"
"aten::empty","0","101.75028900000686","0","94.3126690000882","6896","","110107.5986328125","110107.5986328125","0.0020904541015625","0.0020904541015625"
"aten::narrow","0","173.02447499980227","0","55.57835799982299","12740","","0","0","0","0"
"aten::slice","0","176.50913500009128","0","153.32206799985374","21700","","0","0","0","0"
"aten::as_strided","0","31.358604000349285","0","31.332491000349158","27860","","0","0","0","0"
"cudaPointerGetAttributes","0","0.33230500000537994","0","0.3316160000053669","56","","0","0","0","0"
"aten::cat","174.5209820000238","47.01279100004166","174.5209820000238","31.663008999993494","670","","18137.001953125","18128.001953125","0.00003814697265625","0.00003814697265625"
"cudaLaunchKernel","0","378.6616089995251","0","378.6053839995243","18880","","0","0","0","0"
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_aligned16_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 1, 128, 1>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)","100.60279399999648","0","100.60279399999648","0","580","","0","0","0","0"
"c10d::_allgather_base_","1200.8850350000002","262.3242670000363","0","31.395445000139183","1010","","0","0","0","0"
"record_param_comms","2467.343469999996","234.30973099988344","2467.343469999996","177.01819299958407","1090","","0","0","0","0"
"cudaStreamIsCapturing","0","11.584261000077923","0","11.584261000077923","2150","","0","0","0","0"
"nccl:_all_gather_base","0","151.87226000011248","0","0","1010","","0","0","0","0"
"cudaStreamGetCaptureInfo_v2","0","1.4406099999759072","0","1.4406099999759072","1030","","0","0","0","0"
"cudaLaunchKernelExC","0","32.41334900002996","0","32.32138400003733","1030","","0","0","0","0"
"ncclDevKernel_AllGather_RING_LL(ncclDevComm*, unsigned long, ncclWork*)","1200.8850350000002","0","1200.8850350000002","0","1010","","0","0","0","0"
"nccl:_all_gather_base","1200.8850350000002","0","1200.8850350000002","0","1010","","0","0","0","0"
"PostBackwardFunctionModule","0","80.67585899996016","0","61.25227499992035","3000","","0","0","0","0"
"aten::detach","0","53.66754700012134","0","21.88379400016155","9599","","0","0","0","0"
"detach","0","31.766988999964948","0","31.766988999964948","9599","","0","0","0","0"
"aten::view","0","59.07375800001841","0","59.07117900001477","15400","","0","0","0","0"
"aten::arange","0.627777999993712","4.378646000014867","0.313888999996856","0.8308579999595204","60","","1.5625","0","0","0"
"aten::resize_","0","1.2303170000161516","0","1.20211600001877","120","","540.7958984375","540.7958984375","0","0"
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)","0.313888999996856","0","0.313888999996856","0","30","","0","0","0","0"
"aten::unsqueeze","0","0.42764300000374716","0","0.2785980000012041","30","","0","0","0","0"
"aten::_has_compatible_shallow_copy_type","0","1.4802730002597018","0","1.4802730002597018","5920","","0","0","0","0"
"aten::record_stream","0","40.01058099999868","0","39.99790699999624","6440","","0","0","0","0"
"aten::embedding","5.564897999987996","4.488765000018682","0","0.836507999987085","40","","540","0","0","0"
"aten::reshape","0","10.105201000000086","0","3.5939819999089195","1540","","0","0","0","0"
"aten::index_select","5.564897999987996","3.34983600001171","5.564897999987996","1.348742000047663","40","","540","0","0","0"
"PreBackwardFunctionForModule","0","120.01924799993732","0","95.44117299981788","4960","","0","0","0","0"
"aten::add","669.5501010000509","53.267981999991335","669.5501010000509","37.96805899995861","1020","","59552.3828125","59456.3828125","0.00003814697265625","0"
"aten::dropout","36.68364100006968","143.35301599997737","0","1.52336299991315","500","","6750","0","0","0"
"aten::layer_norm","60.8981180000318","50.93177900010275","0","2.617953000093668","500","","12015.65625","-15.59375","0","0"
"aten::native_layer_norm","60.8981180000318","48.31382600000908","60.8981180000318","19.48066600005385","500","","12031.25","0","0","0"
"aten::addmm","2335.8459659999667","107.04020099995131","2335.8459659999667","67.47171600015882","960","","51840","51840","0","0"
"cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags","0","2.9388579999203794","0","2.9388579999203794","1240","","0","0","0","0"
"cudaFuncSetAttribute","0","457.9585970000004","0","457.9585970000004","740","","0","0","0","0"
"aten::split","0","34.22168399987017","0","12.035770999847525","1730","","0","0","0","0"
"aten::permute","0","6.489657999867879","0","5.510695999838534","1080","","0","0","0","0"
"aten::scaled_dot_product_attention","603.0153210000224","36.21803000001387","0","5.433224000025155","240","","5805","0","0.00183868408203125","-0.00182342529296875"
"aten::_scaled_dot_product_efficient_attention","603.0153210000224","30.78480599998871","0","5.332429000045655","240","","5805","0","0.003662109375","0"
"aten::transpose","0","16.957687999812855","0","12.336391999837177","3420","","0","0","0","0"
"aten::_efficient_attention_forward","603.0153210000224","21.7294849999995","603.0153210000224","7.6415280000436105","240","","5805","0","0.003662109375","0.00000762939453125"
"cudaEventSynchronize","0","386.55599900000766","0","384.8371399999984","21","","0","0","0","0"
