"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"ProfilerStep*","7850.783537999997","19698.535031999996","0","6287.012560000017","10","","1.0380859375","-137518.45947265625","0","-0.0045928955078125"
"enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__","0","12.14515299999819","0","11.64871499999904","21","","0","0","0","0"
"Memset (Device)","2.548845000108995","0","2.548845000108995","0","1826","","0","0","0","0"
"ampere_sgemm_128x64_nn","211.40608400002156","0","211.40608400002156","0","242","","0","0","0","0"
"aten::to","19.300964999994846","7286.931545999972","0","0.6559669999745674","2190","","2.5","0","0","0"
"aten::_to_copy","19.300964999994846","7286.275578999997","0","0.8176639999881153","40","","2.5","0","0","0"
"aten::empty_strided","0","17.46061499997183","0","15.718077999963906","1730","","7752.748046875","7752.748046875","0","0"
"aten::copy_","742.0645669998995","7903.356934999979","723.0930449999033","14.824890999904252","2088","","0","0","0","0"
"cudaMemcpyAsync","0","604.7003070000674","0","604.6889960000666","1931","","0","0","0","0"
"cudaStreamSynchronize","18.971521999996156","11363.376107000011","0","11361.665744999973","205","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3> >(int, at::native::CUDAFunctor_add<float>, at::detail::Array<char*, 3>)","853.9259530000123","0","853.9259530000123","0","1265","","0","0","0","0"
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)","59.91687300000129","0","59.91687300000129","0","504","","0","0","0","0"
"void cutlass::Kernel<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(cutlass_80_simt_sgemm_256x128_8x4_nn_align1::Params)","1968.076373000012","0","1968.076373000012","0","494","","0","0","0","0"
"cudaPointerGetAttributes","0.8668799999989569","0.2925039999989349","0.8668799999989569","0.28947200000114026","56","","24.0625","24.0625","-0.0000152587890625","-0.0000152587890625"
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 2>)","1089.7741229999913","0","1089.7741229999913","0","2893","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, at::detail::Array<char*, 2>)","208.6446070000119","0","208.6446070000119","0","242","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)","208.93619000000396","0","208.93619000000396","0","242","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char*, 2>)","208.58442199998407","0","208.58442199998407","0","253","","0","0","0","0"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, at::detail::Array<char*, 3>)","856.2550259999903","0","856.2550259999903","0","770","","0","0","0","0"
"void cutlass::Kernel<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(cutlass_80_simt_sgemm_128x64_8x5_nn_align1::Params)","817.8856930000078","0","817.8856930000078","0","242","","0","0","0","0"
"fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 64, 64, 64, true, true>::Params)","580.3780110000248","0","580.3780110000248","0","241","","0","0","0","0"
"ampere_sgemm_128x128_tn","1772.4632959999988","0","1772.4632959999988","0","21","","0","0","0","0"
"cudaEventQuery","18.1046419999972","2.4463000000499595","18.1046419999972","2.4452860000495273","1072","","-101.99951171875","-101.99951171875","0.00000762939453125","0.00000762939453125"
