"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"ProfilerStep*","9699.833209999855","23368.143860000004","0","7809.007247999692","10","","0","-370777.78515625","0.000003814697265625","-0.002330780029296875"
"enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__","0","11.035258999999856","0","10.599973999999706","21","","0","0","0","0"
"aten::to","442.4838779999366","133.50691100010096","0","8.95735400009781","11160","","14251.142578125","0","0.00026702880859375","0"
"aten::_to_copy","442.4838779999366","124.54955700000313","0","21.992624000094978","3090","","14251.142578125","0","0.00026702880859375","0"
"aten::empty_strided","0","46.246930999891255","0","39.621032999926754","3550","","21001.1474609375","21001.1474609375","0.00026702880859375","0.00026702880859375"
"cudaEventQuery","0","15.944191999822166","0","15.944191999822166","7740","","0","0","0","0"
"aten::copy_","3046.1640619998802","10843.953461000066","3046.1640619998802","249.1492560001486","9201","","0","0","0","0"
"cudaMemcpyAsync","0","1304.6462889999527","0","1304.6027869999525","6034","","0","0","0","0"
"ProfilerStep*","25377.997765000004","0","25377.997765000004","0","20","","0","0","0","0"
"Memcpy HtoD (Pinned -> Device)","412.49146500002564","0","412.49146500002564","0","1520","","0","0","0","0"
"cudaStreamSynchronize","0","12299.138542999926","0","12298.475280999906","1634","","0","0","0","0"
"cudaDeviceSynchronize","0","20.370509000094554","0","20.370509000094554","1517","","0","0","0","0"
"cudaEventRecord","0","16.695863999897128","0","16.695863999897128","8070","","0","0","0","0"
"cudaStreamWaitEvent","0","11.210620999917595","0","11.210620999917595","6050","","0","0","0","0"
"aten::view","0","40.865296999903435","0","40.86172299990341","13440","","0","0","0","0"
"aten::_has_compatible_shallow_copy_type","0","1.1579540000569328","0","1.1579540000569328","5920","","0","0","0","0"
"PostBackwardFunctionModule","0","73.87864100000125","0","56.18312299999038","3000","","0","0","0","0"
"aten::detach","0","50.77959099998411","0","21.199822999979272","9599","","0","0","0","0"
"detach","0","29.57637700000478","0","29.57331900000482","9599","","0","0","0","0"
"aten::arange","0.10777399998642613","4.497557999994748","0.053886999993213065","0.7958959999858398","60","","1.5625","0","0","0"
"aten::empty","0","54.09939499991319","0","49.2201199999754","5592","","105352.9697265625","105352.9697265625","0.0020904541015625","0.0020904541015625"
"aten::resize_","0","1.0696750000149695","0","1.057912000007862","120","","540.7958984375","540.7958984375","0","0"
"cudaLaunchKernel","0","302.8112670000249","0","302.8112670000249","18320","","0","0","0","0"
