"Name","Device Time Total (ms)","CPU Time Total (ms)","Self Device Time Total (ms)","Self CPU Time Total (ms)","Calls","Input Shapes","Device Memory Usage (MB)","Self Device Memory Usage (MB)","CPU Memory Usage (MB)","Self CPU Memory Usage (MB)"
"ProfilerStep*","8430.736645000023","19285.773351999997","0","3901.55780199992","10","","0","-412583.458984375","0.000003814697265625","-0.002285003662109375"
"enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__","0","13.49377799999707","0","12.108513999997104","21","","0","0","0","0"
"aten::to","467.0041340000271","536.5950259999732","0","8.198930999946546","6710","","18990.5126953125","-9","0.0002288818359375","0"
"aten::_to_copy","467.0041340000271","528.3874700000267","0","22.833552999991724","3080","","18990.5126953125","-0.0029296875","0.0002288818359375","0"
"aten::empty_strided","0","38.671487000039136","0","34.92216800003784","3540","","25740.517578125","25740.517578125","0.0002288818359375","0.0002288818359375"
"aten::copy_","1656.9983560000742","720.238871999901","1656.9983560000742","64.21029299991748","6241","","0","0","0","0"
"cudaMemcpyAsync","0","232.58515200006016","0","232.58515200006016","6024","","0","0","0","0"
"ProfilerStep*","20369.805669999998","0","20369.805669999998","0","20","","0","0","0","0"
"Memcpy HtoD (Pinned -> Device)","411.2667500000051","0","411.2667500000051","0","50","","0","0","0","0"
"cudaStreamSynchronize","0","13370.65025900008","0","13369.712779000074","3044","","0","0","0","0"
"cudaDeviceSynchronize","0","125.2314409999966","0","125.21058099999718","47","","0","0","0","0"
"aten::view","0","40.36072800006358","0","40.357977000063414","14940","","0","0","0","0"
"aten::arange","0.11469399999584858","4.4998270000038945","0.05734699999792429","0.8789399999993034","60","","1.5625","0","0","0"
"aten::empty","0","70.72685400017804","0","68.02196500017644","8542","","143512.9296875","143512.9296875","0.00209808349609375","0.00209808349609375"
"aten::resize_","0","15.288660000008132","0","15.047492000010397","3050","","6474.74609375","6474.74609375","0","0"
"cudaLaunchKernel","0","310.6909319999354","0","310.652602999936","21170","","0","0","0","0"
